context_before,equation,context_after,eq_type,paper_number,paper_type,equation_len,equation_en,complete,rouge_scores,rouge_2,context_quality
is the normalized features of relationship,"$ { < o_i , y_t , o_j > } $",", and it can be calculated as :",0,2307.05276,arxiv2023,27, open brace less than o subscript i comma y subscript t comma o subscript j greater than close brace ,1,"{'rouge1': Score(precision=0.3157894736842105, recall=1.0, fmeasure=0.4799999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3157894736842105, recall=1.0, fmeasure=0.4799999999999999)}",0.0,Bad
9,$ ( SiO $,_2,0,2304.03707,arxiv2023,9, open parenthesis SiO ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
we estimate,"$ -2 ( u_h-u , u-W ) $",and,0,2309.01636,arxiv2023,22, minus 2 open parenthesis u subscript h minus u comma u minus W close parenthesis ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
,$ to the drift of $,,0,2304.09712,arxiv2023,19, to the drift of ,1,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}",1.0,Good
Therefore the procedure stops before the,$ \frac { |C_i| } { 15 } ^ { th } $,"step , and we end with a set",0,2304.02164,arxiv2023,35, frac open brace vertical bar C subscript i vertical bar close brace open brace 15 close brace to the power of open brace th close brace ,1,"{'rouge1': Score(precision=0.19230769230769232, recall=1.0, fmeasure=0.32258064516129037), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.19230769230769232, recall=1.0, fmeasure=0.32258064516129037)}",0.0,Bad
D,$ most frequent tokens ( generalizing one-hots/standard bases ) ; $,i=2,0,2311.0751,arxiv2023,67, most frequent tokens open parenthesis generalizing one minus hots divided by standard bases close parenthesis semicolon ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.26666666666666666, recall=0.5714285714285714, fmeasure=0.36363636363636365), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.36363636363636365,Good
The inclusion of anisotropic thermal parameters for all atoms give a final refinement of,$ R = 4.3 $,,0,2302.04234,arxiv2023,11, R equals 4 point 3 ,1,"{'rouge1': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999)}",0.0,Bad
&,$ 0.34 \pm 0.02 $,&,0,2302.0488,arxiv2023,17, 0 point 34 plus or minus 0 point 02 ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714)}",0.0,Bad
then,$ g_ { 0 } ( 1 ) \leq\alpha $,and if,0,2301.08181,arxiv2023,29, g subscript open brace 0 close brace open parenthesis 1 close parenthesis less than or equal to alpha ,1,"{'rouge1': Score(precision=0.2222222222222222, recall=0.8, fmeasure=0.3478260869565218), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.8, fmeasure=0.3478260869565218)}",0.0,Bad
then,"$ \Delta k_ { 3,2 } \leq\mathcal { O } ( ( \Delta\theta ) ^ { 2 } ) $",;,0,2303.05247,arxiv2023,69, Delta k subscript open brace 3 comma 2 close brace less than or equal to calligraphic font open brace O close brace open parenthesis open parenthesis Delta theta close parenthesis to the power of open brace 2 close brace close parenthesis ,1,"{'rouge1': Score(precision=0.1951219512195122, recall=0.8, fmeasure=0.3137254901960785), 'rouge2': Score(precision=0.05, recall=0.2222222222222222, fmeasure=0.0816326530612245), 'rougeL': Score(precision=0.1951219512195122, recall=0.8, fmeasure=0.3137254901960785)}",0.0816326530612245,Bad
Therefore the corresponding time for each element of the array is,$ t_n = t_ { 0 } - \Delta t_s - ( N_s-l ) f\Delta t $,", where",0,2311.13173,arxiv2023,53, t subscript n equals t subscript open brace 0 close brace minus Delta t subscript s minus open parenthesis N subscript s minus l close parenthesis f Delta t ,1,"{'rouge1': Score(precision=0.4482758620689655, recall=1.0, fmeasure=0.6190476190476191), 'rouge2': Score(precision=0.10714285714285714, recall=0.25, fmeasure=0.15), 'rougeL': Score(precision=0.4482758620689655, recall=1.0, fmeasure=0.6190476190476191)}",0.15,Bad
and,$ \kappa_i=0.3 $,", respectively . For DF relaying , the values of these ceilings for",0,2311.17617,arxiv2023,16, kappa subscript i equals 0 point 3 ,1,"{'rouge1': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273)}",0.0,Bad
The final approximation is as we can arbitrarily have,$ \mu_2 > d\sigma ( < 1 ) $,", for example by adding a constant to the scores . Now we have %",0,2301.12929,arxiv2023,27, mu subscript 2 greater than d sigma open parenthesis less than 1 close parenthesis ,1,"{'rouge1': Score(precision=0.35714285714285715, recall=1.0, fmeasure=0.5263157894736842), 'rouge2': Score(precision=0.07692307692307693, recall=0.25, fmeasure=0.11764705882352941), 'rougeL': Score(precision=0.35714285714285715, recall=1.0, fmeasure=0.5263157894736842)}",0.11764705882352941,Bad
,$ G ( t+T ) =G ( t ) $,". Furthermore ,",0,2305.17322,arxiv2023,22, G open parenthesis t plus T close parenthesis equals G open parenthesis t close parenthesis ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
,"$ , which can only be true if $",g,0,2305.13811,arxiv2023,31, comma which can only be true if ,1,"{'rouge1': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923), 'rouge2': Score(precision=0.8333333333333334, recall=1.0, fmeasure=0.9090909090909091), 'rougeL': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923)}",0.9090909090909091,Good
such that,$ |x| < y $,and,0,2305.16722,arxiv2023,11, vertical bar x vertical bar less than y ,1,"{'rouge1': Score(precision=0.25, recall=1.0, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=1.0, fmeasure=0.4)}",0.0,Bad
Taking infimums over all decompositions of the type,$ T = a^ * S b $,", we then have",0,2309.10161,arxiv2023,16, T equals a to the power of times S b ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.1111111111111111, recall=0.3333333333333333, fmeasure=0.16666666666666666), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.16666666666666666,Bad
and,"$ I_ { i , n } ( t ) $",are the SOC and current for cell,0,2310.10396,arxiv2023,22, I subscript open brace i comma n close brace open parenthesis t close parenthesis ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
Let,$ D_ { r_0 } ( p_0 ) $,be a geodesic disk with radius,0,2309.10405,arxiv2023,22, D subscript open brace r subscript 0 close brace open parenthesis p subscript 0 close parenthesis ,1,"{'rouge1': Score(precision=0.3125, recall=1.0, fmeasure=0.47619047619047616), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3125, recall=1.0, fmeasure=0.47619047619047616)}",0.0,Bad
is an example of a bad one,$ \mathcal { M } \approx 0.605 $,", in which the value of",0,2302.0463,arxiv2023,32, calligraphic font open brace M close brace approximately equal to 0 point 605 ,1,"{'rouge1': Score(precision=0.23076923076923078, recall=0.6, fmeasure=0.33333333333333337), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.23076923076923078, recall=0.6, fmeasure=0.33333333333333337)}",0.0,Bad
,$ m_y^ { max } $,", and the superconducting current",0,2308.03701,arxiv2023,16, m subscript y to the power of open brace max close brace ,1,"{'rouge1': Score(precision=0.25, recall=1.0, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=1.0, fmeasure=0.4)}",0.0,Bad
the expert selects,$ 0 .. n $,"synonyms from a list of candidates for a particular target term . In phase 2 , the result , the expert receives feedback on his/her selection . Screenshots of the",0,2309.16798,arxiv2023,10, 0 point point n ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
R_n,"$ , namely a suffix of the form $",u^,0,2305.15489,arxiv2023,33, comma namely a suffix of the form ,1,"{'rouge1': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923), 'rouge2': Score(precision=0.8333333333333334, recall=1.0, fmeasure=0.9090909090909091), 'rougeL': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923)}",0.9090909090909091,Good
Even at the resolution of,$ \lambda/2D $,", the PLs can resolve asymmetric ring structures . With 30",0,2312.00221,arxiv2023,14, lambda divided by 2D ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
setting,$ \delta = \gamma/2 $,", we take",0,2303.1737,arxiv2023,21, delta equals gamma divided by 2 ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.0,Bad
,"$ V_2 ( x , t ) $",and,0,2309.12509,arxiv2023,17, V subscript 2 open parenthesis x comma t close parenthesis ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
an,$ |e \cap f| = k-1 $,". By construction ,",0,2308.12281,arxiv2023,20, vertical bar e intersection f vertical bar equals k minus 1 ,1,"{'rouge1': Score(precision=0.36363636363636365, recall=0.8, fmeasure=0.5000000000000001), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.36363636363636365, recall=0.8, fmeasure=0.5000000000000001)}",0.0,Bad
where the maps,$ p_a \to q_a $,are morphisms of,0,2305.02571,arxiv2023,15, p subscript a tends to q subscript a ,1,"{'rouge1': Score(precision=0.625, recall=1.0, fmeasure=0.7692307692307693), 'rouge2': Score(precision=0.14285714285714285, recall=0.25, fmeasure=0.18181818181818182), 'rougeL': Score(precision=0.625, recall=1.0, fmeasure=0.7692307692307693)}",0.18181818181818182,Bad
it suffices to show,"$ Y ( Y ( u ) _nv , z ) = ( A_nB ) ( z ) $",. This follows from Goddard uniqueness and,0,2305.03822,arxiv2023,42, Y open parenthesis Y open parenthesis u close parenthesis subscript nv comma z close parenthesis equals open parenthesis A subscript nB close parenthesis open parenthesis z close parenthesis ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
,$ \frac { TP } { TP+FN } $,,0,2301.00109,arxiv2023,26, frac open brace TP close brace open brace TP plus FN close brace ,1,"{'rouge1': Score(precision=0.3076923076923077, recall=1.0, fmeasure=0.47058823529411764), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3076923076923077, recall=1.0, fmeasure=0.47058823529411764)}",0.0,Bad
and,"$ g \in L^ { q_2 , r_2 } ( \mathbb R^d ) $",.,0,2301.00506,arxiv2023,42, g in L to the power of open brace q subscript 2 comma r subscript 2 close brace open parenthesis blackboard bold font R to the power of d close parenthesis ,1,"{'rouge1': Score(precision=0.2903225806451613, recall=0.9, fmeasure=0.4390243902439024), 'rouge2': Score(precision=0.06666666666666667, recall=0.2222222222222222, fmeasure=0.10256410256410256), 'rougeL': Score(precision=0.2903225806451613, recall=0.9, fmeasure=0.4390243902439024)}",0.10256410256410256,Bad
and,$ X_ { ( n-2k ) } $,"together . Moreover , if",0,2301.03894,arxiv2023,19, X subscript open brace open parenthesis n minus 2k close parenthesis close brace ,1,"{'rouge1': Score(precision=0.23076923076923078, recall=1.0, fmeasure=0.375), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.23076923076923078, recall=1.0, fmeasure=0.375)}",0.0,Bad
with,$ \kappa_ { ii } ( T ) $,in six different insulating materials : SrTiO,0,2301.00603,arxiv2023,24, kappa subscript open brace ii close brace open parenthesis T close parenthesis ,1,"{'rouge1': Score(precision=0.25, recall=1.0, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=1.0, fmeasure=0.4)}",0.0,Bad
~mag/dex is also in agreement with a value of,$ -0.28\pm0.08 $,~mag/dex determined by,0,2309.03263,arxiv2023,16, minus 0 point 28 plus or minus 0 point 08 ,1,"{'rouge1': Score(precision=0.3, recall=0.75, fmeasure=0.4285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3, recall=0.75, fmeasure=0.4285714285714285)}",0.0,Bad
CDM upto,$ z\sim 10^2 $,", but for",0,2303.05905,arxiv2023,14, z similar to 10 to the power of 2 ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=0.75, fmeasure=0.46153846153846156), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.75, fmeasure=0.46153846153846156)}",0.0,Bad
For every compact subset,"$ K\subset \mathbb\ { R^d , $",the function,0,2305.17586,arxiv2023,29, K strict subset of blackboard bold font open brace R to the power of d comma ,1,"{'rouge1': Score(precision=0.25, recall=0.8, fmeasure=0.38095238095238093), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.8, fmeasure=0.38095238095238093)}",0.0,Bad
The same with,$ w\in V_ { T_y } $,.,0,2304.12088,arxiv2023,19, w in V subscript open brace T subscript y close brace ,1,"{'rouge1': Score(precision=0.45454545454545453, recall=1.0, fmeasure=0.625), 'rouge2': Score(precision=0.2, recall=0.5, fmeasure=0.28571428571428575), 'rougeL': Score(precision=0.45454545454545453, recall=1.0, fmeasure=0.625)}",0.28571428571428575,Good
em For,$ \mu=\delta_c $,the cumulants are,0,2312.12368,arxiv2023,16, mu equals delta subscript c ,1,"{'rouge1': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999)}",0.0,Bad
and,$ 0 < \lambda < \lambda_\alpha $,all 0-th critical,0,2304.13026,arxiv2023,32, 0 less than lambda less than lambda subscript alpha ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153)}",0.0,Bad
the Schubert cells,$ \mathcal { C } _w $,intersect,0,2301.09741,arxiv2023,21, calligraphic font open brace C close brace subscript w ,1,"{'rouge1': Score(precision=0.2222222222222222, recall=0.6666666666666666, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.6666666666666666, fmeasure=0.3333333333333333)}",0.0,Bad
,$ |\cdot|^m\omega_0^\delta $,is bounded and in,0,2308.03216,arxiv2023,28, vertical bar times vertical bar to the power of m omega subscript 0 to the power of delta ,1,"{'rouge1': Score(precision=0.2222222222222222, recall=0.8, fmeasure=0.3478260869565218), 'rouge2': Score(precision=0.058823529411764705, recall=0.25, fmeasure=0.09523809523809523), 'rougeL': Score(precision=0.2222222222222222, recall=0.8, fmeasure=0.3478260869565218)}",0.09523809523809523,Bad
,"$ [ X , \mathfrak { F } ] \subset\mathfrak { F } $",", if and only if it is the component on",0,2301.08335,arxiv2023,50, open bracket X comma fraktur font open brace F close brace close bracket strict subset of fraktur font open brace F close brace ,1,"{'rouge1': Score(precision=0.17391304347826086, recall=0.6666666666666666, fmeasure=0.27586206896551724), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.17391304347826086, recall=0.6666666666666666, fmeasure=0.27586206896551724)}",0.0,Bad
and,$ \theta_c = 1.6 $,. Then,0,2305.19537,arxiv2023,18, theta subscript c equals 1 point 6 ,1,"{'rouge1': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273)}",0.0,Bad
Let 's write,"$ V_4 = \ { 1 , a , b , c\ } \subset SO ( 3 ) $",for the Klein four-group given by,0,2304.00606,arxiv2023,47, V subscript 4 equals open brace 1 comma a comma b comma c close brace strict subset of SO open parenthesis 3 close parenthesis ,1,"{'rouge1': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454)}",0.0,Bad
